UTC:,2022-07-12 00:55:05.858986
1657587310.577753,21776,1362,1347,1367,21903,22035,22035,22035,22035,22032,22821,22034,22034,22032,22029,21958,
1657587310.577753,A
1657587310.5827386,21768,1362,1346,1368,21907,22040,22036,22035,22043,22033,22033,22034,22033,22747,22034,21965,
1657587310.5827386,A
1657587310.5937228,21770,1364,1346,1367,21908,22036,22064,22033,22042,22035,22042,22034,22040,22032,22029,21960,
1657587310.5937228,A
1657587310.5996668,21779,1362,1346,1368,21907,22038,22035,22035,22032,22106,22034,22031,22033,22032,22029,21958,
1657587310.6046777,A
1657587310.6106374,21771,1364,1347,1367,21903,22035,22035,22032,22037,22039,22039,22032,22187,22039,22036,21958,
1657587310.6106374,A
1657587310.6216342,21778,1363,1347,1369,21904,22038,22035,22035,22032,22038,22039,22039,22042,22029,22027,21966,
1657587310.6216342,A
1657587310.6276038,21778,1364,1348,1367,21905,22035,22037,22042,22453,22039,22034,22035,22035,22035,22031,21969,
1657587310.6276038,A
1657587310.6386616,21780,1364,1348,1368,21908,22035,22036,22033,22035,22031,22030,22724,22035,22032,22027,21957,
1657587310.6386616,A
1657587310.6442597,21775,1364,1348,1368,21913,22039,22032,22032,22034,22033,22034,22032,22041,22035,22863,21958,
1657587310.6442597,A
1657587310.6555111,21772,1364,1347,1368,21906,22037,22036,22030,22035,22035,22032,22034,22036,22032,22027,21959,
1657587310.6555111,A
1657587310.6609344,21772,1364,1347,1369,21905,22036,22036,22035,22037,22032,22250,22035,22035,22035,22028,21960,
1657587310.6609344,A
1657587310.6722395,21774,1364,1348,1367,21903,22038,22036,22031,22032,22030,22032,22035,22034,22045,22035,21958,
1657587310.6722395,A
1657587310.6775062,21774,1363,1345,1368,21913,22044,22041,22041,22039,22035,22038,22039,22039,22030,22035,21966,
1657587310.6775062,A
1657587310.689011,21775,1363,1346,1369,21903,22045,22033,22037,22037,22201,22032,22036,22041,22031,22030,21961,
1657587310.689011,A
1657587310.6946344,21779,1362,1347,1368,21907,22038,22035,22035,22035,22032,22039,22042,22402,22033,22027,21961,
1657587310.6946344,A
1657587310.7055635,21771,1362,1348,1369,21904,22039,22035,22032,22035,22032,22033,22035,22033,22035,22030,22654,
1657587310.7055635,A
1657587310.7109296,21773,1364,1348,1369,21903,22038,22039,22035,22030,22034,22036,22035,22035,22034,22029,21958,
1657587310.7109296,A
1657587310.7223656,21778,1362,1348,1368,21906,22039,22039,22032,22031,22038,22039,22101,22032,22041,22035,21965,
1657587310.7223656,A
1657587310.7275836,21774,1364,1348,1367,21911,22042,22042,22041,22042,22041,22042,22033,22042,22032,22039,21967,
1657587310.7275836,A
1657587310.7383704,21776,1362,1346,1368,21905,22035,22042,22036,22035,22030,22032,22031,22030,22033,22028,21960,
1657587310.7383704,A
1657587310.749586,21771,1363,1347,1367,21907,22036,22035,22034,22036,22033,22201,22034,22032,22031,22029,21958,
1657587310.749586,A
1657587310.755642,21781,1363,1347,1368,21909,22035,22039,22035,22042,22029,22030,22039,22031,22802,22035,21967,
1657587310.755642,A
1657587310.766116,21775,1362,1348,1367,21911,22044,22033,22032,22042,22038,22038,22039,22039,22040,22032,21964,
1657587310.766116,A
1657587310.77231,22459,1363,1348,1368,21910,22037,22042,22039,22040,22039,22037,22040,22040,22037,22032,21963,
1657587310.77231,A
1657587310.7832284,21772,1363,1348,1367,21913,22035,22034,22041,22031,22037,22032,22039,22504,22031,22037,21968,
1657587310.7832284,A
1657587310.7890253,21775,1364,1348,1367,21914,22045,22040,22036,22045,22041,22039,22040,22040,22040,22029,22085,
1657587310.7890253,A
1657587310.7998645,21777,1364,1347,1367,21913,22035,22042,22038,22042,22036,22036,22039,22035,22033,22033,21960,
1657587310.7998645,A
1657587310.8056614,21772,1364,1348,1368,21912,22044,22040,22037,22037,22035,22034,22028,22038,22038,22037,21966,
1657587310.8056614,A
1657587310.8167593,21776,1364,1348,1367,21910,22042,22042,22042,22041,22035,22039,22037,22030,22040,22774,21969,
1657587310.8167593,A
